Voltage,AC_Geyser_Load,Fridge_WashingMachine_Load,Microwave_Oven_Load,Fan_Light_Load,AC_Current,Fridge_Current,Fan_Current
238.01,0.0,1.0,0.0,22.4,0.0,0.3,5.94
238.16,0.0,1.0,0.0,23.1,0.0,0.3,6.13
238.53,0.0,1.0,0.0,23.07,0.0,0.3,6.11
237.88,0.0,2.0,0.0,27.93,0.0,0.59,7.42
239.16,0.0,1.0,0.0,22.77,0.0,0.3,6.01
238.86,0.0,1.0,0.0,22.67,0.0,0.3,5.99
238.17,0.0,2.0,1.0,21.03,0.0,0.59,5.58
239.06,0.0,1.0,1.0,19.13,0.0,0.3,5.05
239.27,0.0,1.0,2.0,14.73,0.0,0.3,3.89
238.91,0.0,1.0,1.0,15.63,0.0,0.3,4.13
239.08,0.0,2.0,1.0,19.17,0.0,0.59,5.06
238.41,0.0,1.0,1.0,20.73,0.0,0.3,5.49
238.54,0.0,1.0,1.0,22.43,0.0,0.3,5.94
238.56,0.0,1.0,2.0,21.37,0.0,0.3,5.66
239.36,0.0,2.0,1.0,21.5,0.0,0.59,5.67
239.72,0.0,0.0,1.0,22.33,0.0,0.0,5.88
239.7,0.0,0.0,1.0,22.23,0.0,0.0,5.86
239.36,0.0,0.0,1.0,17.77,0.0,0.0,4.69
239.49,0.0,0.0,2.0,15.73,0.0,0.0,4.15
239.19,0.0,0.0,1.0,16.77,0.0,0.0,4.43
239.13,0.0,0.0,1.0,16.63,0.0,0.0,4.39
239.36,0.0,0.0,1.0,16.73,0.0,0.0,4.42
239.02,0.0,0.0,1.0,15.53,0.0,0.0,4.1
239.66,0.0,0.0,1.0,15.4,0.0,0.0,4.06
240.83,0.0,0.0,2.0,17.8,0.0,0.0,4.67
237.86,0.0,0.0,39.0,14.6,0.0,0.0,3.88
237.58,0.0,0.0,38.0,15.3,0.0,0.0,4.07
236.98,0.0,0.0,38.0,15.03,0.0,0.0,4.01
236.23,0.0,0.0,37.0,15.67,0.0,0.0,4.19
236.65,0.0,0.0,38.0,14.83,0.0,0.0,3.96
236.9,0.0,0.0,38.0,15.4,0.0,0.0,4.11
237.35,0.0,0.0,37.0,17.83,0.0,0.0,4.75
237.97,0.0,0.0,38.0,17.0,0.0,0.0,4.51
237.65,0.0,0.0,38.0,16.8,0.0,0.0,4.46
236.86,0.0,0.0,38.0,21.57,0.0,0.0,5.75
235.14,0.0,0.0,37.0,43.27,0.0,0.0,11.62
235.69,0.0,0.0,37.0,43.5,0.0,0.0,11.66
238.27,0.0,0.0,14.0,46.93,0.0,0.0,12.44
239.18,0.0,0.0,1.0,51.9,0.0,0.0,13.7
237.29,14.0,0.0,1.0,54.17,3.93,0.0,14.42
237.12,18.0,0.0,1.0,51.07,5.06,0.0,13.6
236.7,18.0,0.0,1.0,53.27,5.07,0.0,14.21
236.81,17.0,0.0,2.0,53.9,4.79,0.0,14.38
237.31,18.0,0.0,1.0,49.77,5.06,0.0,13.24
237.58,17.0,0.0,1.0,40.6,4.77,0.0,10.79
237.55,18.0,0.0,1.0,36.67,5.05,0.0,9.75
236.94,17.0,0.0,1.0,34.5,4.78,0.0,9.2
235.42,17.0,0.0,25.0,35.67,4.81,0.0,9.57
234.97,17.0,0.0,37.0,33.47,4.82,0.0,9.0
234.73,17.0,0.0,37.0,33.27,4.83,0.0,8.95
234.98,17.0,0.0,37.0,34.1,4.82,0.0,9.17
235.31,17.0,0.0,37.0,34.83,4.82,0.0,9.35
235.65,17.0,0.0,37.0,35.1,4.81,0.0,9.41
235.12,17.0,0.0,37.0,34.67,4.82,0.0,9.31
235.9,17.0,0.0,37.0,35.23,4.8,0.0,9.43
237.55,17.0,0.0,8.0,33.33,4.77,0.0,8.86
237.5,17.0,0.0,1.0,35.67,4.77,0.0,9.48
237.76,18.0,0.0,2.0,33.67,5.05,0.0,8.94
237.68,17.0,0.0,1.0,32.67,4.77,0.0,8.68
239.31,17.0,0.0,1.0,14.1,4.74,0.0,3.72
237.06,18.0,0.0,31.0,14.47,5.06,0.0,3.85
237.36,17.0,0.0,38.0,12.17,4.77,0.0,3.24
239.24,18.0,0.0,8.0,9.53,5.02,0.0,2.52
239.57,17.0,0.0,1.0,13.13,4.73,0.0,3.46
239.38,18.0,0.0,4.0,12.2,5.01,0.0,3.22
239.06,17.0,0.0,1.0,13.03,4.74,0.0,3.44
238.47,18.0,0.0,2.0,10.93,5.03,0.0,2.9
238.24,17.0,0.0,1.0,12.83,4.76,0.0,3.4
238.77,17.0,0.0,1.0,12.9,4.75,0.0,3.41
239.49,18.0,0.0,1.0,12.03,5.01,0.0,3.17
239.36,18.0,0.0,2.0,11.9,5.01,0.0,3.14
239.46,17.0,0.0,1.0,14.8,4.73,0.0,3.9
240.37,18.0,0.0,1.0,13.97,4.99,0.0,3.67
240.31,18.0,0.0,1.0,13.93,4.99,0.0,3.66
239.72,17.0,0.0,2.0,13.77,4.73,0.0,3.63
239.53,18.0,0.0,1.0,13.7,5.01,0.0,3.61
239.7,17.0,0.0,1.0,14.7,4.73,0.0,3.87
239.81,18.0,0.0,1.0,13.73,5.0,0.0,3.62
239.37,18.0,0.0,2.0,12.67,5.01,0.0,3.34
239.56,17.0,0.0,1.0,14.73,4.73,0.0,3.88
238.15,18.0,0.0,1.0,13.37,5.04,0.0,3.54
237.33,17.0,0.0,1.0,14.2,4.78,0.0,3.78
237.18,17.0,0.0,2.0,13.13,4.78,0.0,3.5
236.61,17.0,0.0,1.0,14.0,4.79,0.0,3.74
236.22,17.0,0.0,1.0,13.87,4.8,0.0,3.71
236.05,17.0,0.0,1.0,13.87,4.8,0.0,3.71
235.03,17.0,0.0,1.0,12.37,4.82,0.0,3.32
235.31,17.0,0.0,2.0,12.93,4.82,0.0,3.47
236.01,17.0,0.0,1.0,14.9,4.8,0.0,3.99
235.25,17.0,0.0,1.0,15.63,4.82,0.0,4.2
235.69,17.0,0.0,1.0,16.03,4.81,0.0,4.3
235.67,17.0,0.0,2.0,15.13,4.81,0.0,4.06
235.67,17.0,0.0,1.0,17.47,4.81,0.0,4.68
235.57,17.0,0.0,0.0,21.2,4.81,0.0,5.68
235.85,17.0,0.0,1.0,18.3,4.81,0.0,4.9
236.8,18.0,0.0,0.0,21.3,5.07,0.0,5.68
236.94,17.0,0.0,1.0,25.03,4.78,0.0,6.67
236.4,17.0,0.0,1.0,22.1,4.79,0.0,5.9
236.97,17.0,0.0,1.0,17.0,4.78,0.0,4.53
237.05,17.0,0.0,1.0,14.33,4.78,0.0,3.82
237.18,18.0,0.0,1.0,15.13,5.06,0.0,4.03
236.87,17.0,0.0,1.0,15.73,4.78,0.0,4.2
238.08,17.0,0.0,2.0,14.43,4.76,0.0,3.83
238.31,18.0,0.0,1.0,14.47,5.04,0.0,3.83
238.88,17.0,0.0,1.0,15.63,4.74,0.0,4.13
238.17,17.0,0.0,1.0,15.43,4.76,0.0,4.09
237.89,18.0,0.0,1.0,14.23,5.04,0.0,3.78
237.36,17.0,0.0,1.0,15.07,4.77,0.0,4.01
237.41,17.0,0.0,1.0,15.57,4.77,0.0,4.14
237.34,18.0,0.0,2.0,13.57,5.06,0.0,3.61
238.0,17.0,0.0,1.0,17.3,4.76,0.0,4.59
238.27,17.0,0.0,1.0,17.37,4.76,0.0,4.6
238.17,18.0,0.0,1.0,16.27,5.04,0.0,4.31
238.73,17.0,0.0,1.0,17.37,4.75,0.0,4.59
239.69,18.0,0.0,2.0,15.57,5.01,0.0,4.1
238.86,17.0,0.0,1.0,31.5,4.74,0.0,8.33
238.21,18.0,0.0,0.0,38.8,5.04,0.0,10.29
237.51,17.0,0.0,3.0,40.27,4.77,0.0,10.71
235.25,17.0,0.0,37.0,38.17,4.82,0.0,10.25
235.04,17.0,0.0,37.0,37.9,4.82,0.0,10.18
235.17,17.0,0.0,37.0,37.97,4.82,0.0,10.2
235.21,17.0,0.0,37.0,37.9,4.82,0.0,10.18
235.11,17.0,0.0,37.0,37.83,4.82,0.0,10.16
235.55,17.0,0.0,37.0,37.27,4.81,0.0,9.99
237.11,17.0,0.0,38.0,17.0,4.78,0.0,4.53
237.42,17.0,1.0,38.0,16.5,4.77,0.3,4.39
236.62,17.0,1.0,37.0,16.0,4.79,0.3,4.27
236.37,18.0,1.0,37.0,14.83,5.08,0.3,3.96
235.99,17.0,2.0,37.0,14.53,4.8,0.6,3.89
235.42,17.0,1.0,37.0,16.73,4.81,0.3,4.49
235.35,17.0,2.0,37.0,15.3,4.82,0.6,4.11
235.33,17.0,1.0,37.0,16.27,4.82,0.3,4.37
236.54,17.0,2.0,21.0,13.83,4.79,0.6,3.69
236.89,17.0,1.0,0.0,36.0,4.78,0.3,9.6
233.91,17.0,1.0,0.0,76.9,4.85,0.3,20.76
233.26,16.0,2.0,0.0,76.37,4.57,0.61,20.68
235.2,17.0,1.0,1.0,56.5,4.82,0.3,15.17
237.1,18.0,2.0,0.0,26.0,5.06,0.6,6.93
239.23,17.0,1.0,0.0,17.27,4.74,0.3,4.56
239.97,18.0,1.0,0.0,15.57,5.0,0.29,4.1
240.3,17.0,2.0,0.0,15.6,4.72,0.59,4.1
240.06,18.0,1.0,0.0,15.4,5.0,0.29,4.05
240.4,18.0,1.0,0.0,15.3,4.99,0.29,4.02
240.79,18.0,2.0,0.0,14.4,4.98,0.59,3.78
240.67,17.0,1.0,0.0,16.4,4.71,0.29,4.3
239.92,18.0,1.0,0.0,15.2,5.0,0.29,4.0
240.0,18.0,1.0,0.0,15.8,5.0,0.29,4.16
240.62,17.0,2.0,0.0,15.33,4.71,0.59,4.02
241.03,18.0,1.0,0.0,15.43,4.98,0.29,4.04
239.64,18.0,1.0,0.0,15.13,5.01,0.29,3.99
238.4,17.0,1.0,0.0,17.47,4.75,0.3,4.63
238.03,18.0,2.0,0.0,15.47,5.04,0.59,4.1
239.4,17.0,1.0,0.0,17.73,4.73,0.29,4.68
240.76,18.0,0.0,0.0,17.0,4.98,0.0,4.46
240.61,18.0,0.0,0.0,16.83,4.99,0.0,4.42
240.78,17.0,0.0,0.0,17.83,4.71,0.0,4.68
240.64,18.0,0.0,0.0,16.77,4.99,0.0,4.4
239.5,18.0,0.0,0.0,18.1,5.01,0.0,4.77
238.05,17.0,0.0,0.0,35.97,4.76,0.0,9.54
238.14,17.0,0.0,0.0,35.97,4.76,0.0,9.54
238.05,18.0,0.0,0.0,34.9,5.04,0.0,9.26
238.27,17.0,0.0,0.0,35.97,4.76,0.0,9.53
238.74,18.0,0.0,0.0,35.17,5.03,0.0,9.3
238.44,17.0,0.0,0.0,36.03,4.75,0.0,9.54
238.09,17.0,0.0,0.0,32.53,4.76,0.0,8.63
239.36,18.0,0.0,0.0,13.13,5.01,0.0,3.47
239.28,17.0,0.0,0.0,12.9,4.74,0.0,3.4
239.36,18.0,0.0,0.0,11.63,5.01,0.0,3.07
239.2,18.0,0.0,0.0,11.93,5.02,0.0,3.15
239.01,17.0,0.0,0.0,13.8,4.74,0.0,3.65
239.68,18.0,0.0,0.0,12.93,5.01,0.0,3.41
240.04,17.0,0.0,0.0,14.03,4.72,0.0,3.69
239.79,18.0,0.0,0.0,12.97,5.0,0.0,3.42
239.78,18.0,0.0,0.0,12.93,5.0,0.0,3.41
240.44,17.0,0.0,0.0,14.07,4.71,0.0,3.69
240.3,18.0,0.0,0.0,13.0,4.99,0.0,3.42
240.94,18.0,0.0,0.0,13.13,4.98,0.0,3.44
240.77,17.0,0.0,0.0,14.1,4.71,0.0,3.7
241.15,18.0,0.0,0.0,12.97,4.98,0.0,3.4
241.07,18.0,0.0,0.0,12.03,4.98,0.0,3.15
241.4,18.0,0.0,0.0,12.1,4.97,0.0,3.17
240.79,18.0,0.0,0.0,12.0,4.98,0.0,3.15
240.51,17.0,0.0,0.0,12.9,4.71,0.0,3.39
240.45,18.0,0.0,0.0,11.87,4.99,0.0,3.12
240.22,18.0,0.0,0.0,11.83,5.0,0.0,3.11
240.33,17.0,0.0,0.0,12.83,4.72,0.0,3.37
239.67,18.0,0.0,0.0,11.7,5.01,0.0,3.08
239.58,18.0,0.0,0.0,11.7,5.01,0.0,3.08
239.94,17.0,0.0,0.0,12.8,4.72,0.0,3.37
239.68,18.0,0.0,0.0,12.67,5.01,0.0,3.34
240.28,18.0,0.0,0.0,13.73,4.99,0.0,3.61
240.44,17.0,0.0,0.0,14.7,4.71,0.0,3.86
240.4,18.0,0.0,0.0,13.67,4.99,0.0,3.59
240.45,18.0,0.0,0.0,12.03,4.99,0.0,3.16
240.76,17.0,0.0,0.0,12.37,4.71,0.0,3.24
241.45,18.0,0.0,0.0,11.13,4.97,0.0,2.91
241.23,18.0,0.0,0.0,10.9,4.97,0.0,2.85
241.76,18.0,0.0,0.0,10.97,4.96,0.0,2.86
240.47,18.0,0.0,0.0,29.07,4.99,0.0,7.63
240.34,17.0,0.0,0.0,19.9,4.72,0.0,5.23
240.87,18.0,0.0,0.0,10.73,4.98,0.0,2.81
240.8,18.0,0.0,0.0,10.7,4.98,0.0,2.81
240.65,18.0,0.0,0.0,10.67,4.99,0.0,2.8
240.55,17.0,0.0,0.0,11.63,4.71,0.0,3.05
240.67,18.0,0.0,0.0,10.67,4.99,0.0,2.8
240.27,18.0,0.0,0.0,9.6,4.99,0.0,2.52
240.32,17.0,0.0,0.0,10.07,4.72,0.0,2.65
240.26,18.0,0.0,0.0,9.03,4.99,0.0,2.37
240.03,18.0,0.0,0.0,8.93,5.0,0.0,2.35
240.97,18.0,0.0,0.0,10.57,4.98,0.0,2.77
241.51,17.0,0.0,0.0,11.43,4.69,0.0,2.99
242.13,18.0,0.0,0.0,10.6,4.96,0.0,2.76
242.01,18.0,0.0,0.0,10.57,4.96,0.0,2.76
241.56,18.0,0.0,0.0,10.43,4.97,0.0,2.73
241.77,18.0,0.0,0.0,10.6,4.96,0.0,2.77
242.18,18.0,0.0,0.0,10.67,4.95,0.0,2.78
242.29,18.0,0.0,0.0,10.63,4.95,0.0,2.77
242.4,18.0,0.0,0.0,10.67,4.95,0.0,2.78
242.41,18.0,0.0,0.0,10.2,4.95,0.0,2.66
241.64,18.0,0.0,0.0,9.23,4.97,0.0,2.41
242.27,18.0,0.0,0.0,9.37,4.95,0.0,2.44
242.25,18.0,0.0,0.0,9.37,4.95,0.0,2.44
242.44,18.0,0.0,0.0,9.4,4.95,0.0,2.45
241.85,18.0,0.0,0.0,9.27,4.96,0.0,2.42
242.48,18.0,0.0,0.0,9.4,4.95,0.0,2.45
242.49,18.0,0.0,0.0,9.5,4.95,0.0,2.47
242.85,18.0,0.0,0.0,9.6,4.94,0.0,2.5
242.95,18.0,0.0,0.0,9.63,4.94,0.0,2.5
243.35,18.0,0.0,0.0,9.7,4.93,0.0,2.52
243.14,18.0,0.0,0.0,11.1,4.94,0.0,2.88
242.45,18.0,0.0,0.0,11.23,4.95,0.0,2.93
241.84,18.0,0.0,0.0,11.0,4.96,0.0,2.87
241.25,18.0,0.0,0.0,10.87,4.97,0.0,2.84
241.38,18.0,0.0,0.0,10.97,4.97,0.0,2.87
241.1,17.0,0.0,0.0,11.9,4.7,0.0,3.12
241.19,18.0,0.0,0.0,10.9,4.98,0.0,2.85
241.48,18.0,0.0,0.0,10.93,4.97,0.0,2.86
241.74,18.0,0.0,0.0,10.97,4.96,0.0,2.87
241.75,18.0,0.0,0.0,10.93,4.96,0.0,2.86
241.67,18.0,0.0,0.0,10.9,4.97,0.0,2.85
241.44,18.0,0.0,0.0,10.87,4.97,0.0,2.84
241.41,17.0,0.0,0.0,11.83,4.69,0.0,3.1
241.1,18.0,0.0,0.0,10.73,4.98,0.0,2.81
241.11,18.0,0.0,0.0,10.73,4.98,0.0,2.81
241.0,18.0,0.0,0.0,10.63,4.98,0.0,2.79
241.53,18.0,0.0,0.0,9.33,4.97,0.0,2.44
242.37,18.0,0.0,0.0,9.5,4.95,0.0,2.48
242.51,18.0,0.0,0.0,9.53,4.95,0.0,2.48
242.78,18.0,0.0,0.0,9.57,4.94,0.0,2.49
242.71,18.0,0.0,0.0,11.07,4.94,0.0,2.88
242.88,18.0,0.0,0.0,10.77,4.94,0.0,2.8
242.69,18.0,0.0,0.0,10.7,4.94,0.0,2.78
242.62,18.0,0.0,0.0,10.73,4.95,0.0,2.79
241.71,18.0,0.0,0.0,10.6,4.96,0.0,2.77
241.83,18.0,0.0,0.0,10.6,4.96,0.0,2.77
242.39,18.0,0.0,0.0,10.7,4.95,0.0,2.79
242.25,18.0,0.0,0.0,10.67,4.95,0.0,2.78
241.95,18.0,0.0,0.0,10.57,4.96,0.0,2.76
241.75,17.0,0.0,0.0,10.73,4.69,0.0,2.8
241.92,18.0,0.0,0.0,9.4,4.96,0.0,2.45
241.97,18.0,0.0,0.0,9.4,4.96,0.0,2.45
241.61,18.0,0.0,0.0,9.33,4.97,0.0,2.44
241.04,18.0,0.0,0.0,9.17,4.98,0.0,2.4
241.41,18.0,0.0,0.0,9.17,4.97,0.0,2.4
242.21,18.0,0.0,0.0,10.33,4.95,0.0,2.69
241.93,18.0,1.0,0.0,9.63,4.96,0.29,2.51
242.1,18.0,2.0,0.0,8.67,4.96,0.58,2.26
242.32,18.0,1.0,0.0,9.73,4.95,0.29,2.54
242.4,18.0,2.0,0.0,4.83,4.95,0.58,1.26
243.07,18.0,1.0,0.0,6.73,4.94,0.29,1.75
242.8,18.0,1.0,0.0,6.6,4.94,0.29,1.72
242.62,18.0,2.0,0.0,5.5,4.95,0.58,1.43
243.4,18.0,1.0,0.0,6.6,4.93,0.29,1.71
244.38,18.0,2.0,0.0,5.63,4.91,0.58,1.46
243.78,18.0,1.0,0.0,6.47,4.92,0.29,1.68
241.61,18.0,2.0,0.0,5.03,4.97,0.58,1.32
241.8,18.0,1.0,0.0,6.03,4.96,0.29,1.58
240.55,18.0,1.0,0.0,5.77,4.99,0.29,1.51
237.79,17.0,2.0,0.0,5.23,4.77,0.59,1.39
237.16,17.0,1.0,0.0,6.1,4.78,0.3,1.62
237.22,18.0,1.0,0.0,5.1,5.06,0.3,1.36
239.6,17.0,2.0,0.0,5.5,4.73,0.59,1.45
239.62,18.0,1.0,0.0,5.47,5.01,0.29,1.44
239.1,17.0,1.0,0.0,6.37,4.74,0.3,1.68
238.64,18.0,2.0,0.0,3.57,5.03,0.59,0.94
238.73,17.0,1.0,0.0,4.77,4.75,0.3,1.26
238.72,18.0,1.0,0.0,3.77,5.03,0.3,1.0
239.19,17.0,1.0,0.0,4.83,4.74,0.3,1.28
239.39,18.0,2.0,0.0,2.83,5.01,0.59,0.75
239.02,17.0,1.0,0.0,5.93,4.74,0.3,1.57
238.86,18.0,1.0,0.0,5.03,5.02,0.3,1.33
238.6,17.0,1.0,0.0,6.0,4.75,0.3,1.59
238.7,18.0,1.0,0.0,4.73,5.03,0.3,1.25
239.27,17.0,0.0,0.0,5.8,4.74,0.0,1.53
239.2,18.0,0.0,0.0,4.73,5.02,0.0,1.25
239.04,17.0,0.0,0.0,5.7,4.74,0.0,1.51
239.1,18.0,0.0,0.0,4.67,5.02,0.0,1.23
238.74,17.0,0.0,0.0,5.6,4.75,0.0,1.48
239.09,18.0,0.0,0.0,3.83,5.02,0.0,1.01
239.56,17.0,0.0,0.0,4.6,4.73,0.0,1.21
239.61,18.0,0.0,0.0,3.6,5.01,0.0,0.95
240.27,17.0,0.0,0.0,4.73,4.72,0.0,1.24
240.24,18.0,0.0,0.0,3.7,5.0,0.0,0.97
239.42,18.0,0.0,0.0,3.57,5.01,0.0,0.94
239.2,17.0,0.0,0.0,4.53,4.74,0.0,1.2
239.54,18.0,0.0,0.0,3.6,5.01,0.0,0.95
240.62,17.0,0.0,0.0,4.77,4.71,0.0,1.25
240.8,18.0,0.0,0.0,3.83,4.98,0.0,1.01
241.38,18.0,0.0,0.0,3.97,4.97,0.0,1.04
240.61,18.0,0.0,0.0,5.5,4.99,0.0,1.44
240.56,17.0,0.0,0.0,6.67,4.71,0.0,1.75
240.47,18.0,0.0,0.0,5.47,4.99,0.0,1.44
240.97,18.0,0.0,0.0,5.53,4.98,0.0,1.45
240.51,18.0,0.0,0.0,5.43,4.99,0.0,1.43
240.08,17.0,0.0,0.0,6.33,4.72,0.0,1.67
240.12,18.0,0.0,0.0,5.3,5.0,0.0,1.39
239.32,17.0,0.0,0.0,6.17,4.74,0.0,1.63
239.95,8.0,0.0,0.0,4.47,2.22,0.0,1.18
240.28,0.0,0.0,0.0,5.57,0.0,0.0,1.46
240.76,0.0,0.0,0.0,5.57,0.0,0.0,1.46
241.53,0.0,0.0,0.0,5.6,0.0,0.0,1.46
241.02,0.0,0.0,0.0,5.57,0.0,0.0,1.46
240.96,0.0,0.0,0.0,5.57,0.0,0.0,1.46
240.7,0.0,0.0,0.0,5.57,0.0,0.0,1.46
240.79,0.0,0.0,0.0,4.87,0.0,0.0,1.28
240.18,0.0,0.0,0.0,4.0,0.0,0.0,1.05
241.08,0.0,0.0,0.0,4.03,0.0,0.0,1.06
241.26,0.0,0.0,0.0,4.03,0.0,0.0,1.06
241.17,0.0,0.0,0.0,4.03,0.0,0.0,1.06
242.14,0.0,0.0,0.0,5.07,0.0,0.0,1.32
242.46,0.0,0.0,0.0,5.33,0.0,0.0,1.39
243.48,0.0,0.0,0.0,5.4,0.0,0.0,1.4
243.02,0.0,0.0,0.0,5.37,0.0,0.0,1.39
241.96,0.0,0.0,0.0,5.3,0.0,0.0,1.38
241.97,0.0,0.0,0.0,5.3,0.0,0.0,1.38
241.7,0.0,0.0,0.0,5.23,0.0,0.0,1.37
241.51,0.0,0.0,0.0,5.23,0.0,0.0,1.37
241.11,0.0,0.0,0.0,5.2,0.0,0.0,1.36
241.06,0.0,0.0,0.0,4.23,0.0,0.0,1.11
240.81,0.0,0.0,0.0,4.0,0.0,0.0,1.05
240.75,0.0,0.0,0.0,4.03,0.0,0.0,1.06
240.89,0.0,0.0,0.0,4.0,0.0,0.0,1.05
241.12,0.0,0.0,0.0,4.03,0.0,0.0,1.06
240.97,0.0,0.0,0.0,4.03,0.0,0.0,1.06
241.14,0.0,0.0,0.0,4.03,0.0,0.0,1.06
241.83,0.0,0.0,0.0,4.07,0.0,0.0,1.06
242.11,0.0,0.0,0.0,4.07,0.0,0.0,1.06
241.73,0.0,0.0,0.0,4.03,0.0,0.0,1.05
240.68,0.0,0.0,0.0,4.03,0.0,0.0,1.06
240.93,0.0,0.0,0.0,6.1,0.0,0.0,1.6
241.15,0.0,0.0,0.0,5.8,0.0,0.0,1.52
241.25,0.0,0.0,0.0,5.77,0.0,0.0,1.51
240.93,0.0,0.0,0.0,5.73,0.0,0.0,1.5
241.39,0.0,0.0,0.0,5.7,0.0,0.0,1.49
241.64,0.0,0.0,0.0,5.7,0.0,0.0,1.49
241.01,0.0,0.0,0.0,5.67,0.0,0.0,1.48
241.02,0.0,0.0,0.0,5.63,0.0,0.0,1.48
241.58,0.0,0.0,0.0,5.63,0.0,0.0,1.47
242.16,0.0,0.0,0.0,5.63,0.0,0.0,1.47
242.29,0.0,0.0,0.0,5.63,0.0,0.0,1.47
242.78,0.0,0.0,0.0,5.63,0.0,0.0,1.47
242.92,0.0,0.0,0.0,5.67,0.0,0.0,1.47
242.5,0.0,0.0,0.0,5.63,0.0,0.0,1.47
242.18,0.0,0.0,0.0,5.6,0.0,0.0,1.46
241.6,0.0,0.0,0.0,4.1,0.0,0.0,1.07
241.38,0.0,0.0,0.0,4.03,0.0,0.0,1.06
241.92,0.0,0.0,0.0,4.07,0.0,0.0,1.06
242.05,0.0,0.0,0.0,4.07,0.0,0.0,1.06
242.14,0.0,0.0,0.0,4.07,0.0,0.0,1.06
241.66,0.0,0.0,0.0,4.83,0.0,0.0,1.26
241.21,0.0,0.0,0.0,5.3,0.0,0.0,1.39
242.9,0.0,0.0,0.0,5.37,0.0,0.0,1.4
243.99,0.0,0.0,0.0,5.4,0.0,0.0,1.4
243.92,0.0,0.0,0.0,5.4,0.0,0.0,1.4
243.7,0.0,0.0,0.0,5.37,0.0,0.0,1.39
243.62,0.0,0.0,0.0,5.33,0.0,0.0,1.38
243.76,0.0,0.0,0.0,5.33,0.0,0.0,1.38
243.9,0.0,0.0,0.0,5.3,0.0,0.0,1.37
243.92,0.0,0.0,0.0,4.33,0.0,0.0,1.12
244.21,0.0,0.0,0.0,4.13,0.0,0.0,1.07
244.81,0.0,0.0,0.0,4.17,0.0,0.0,1.07
245.14,0.0,0.0,0.0,4.17,0.0,0.0,1.07
245.21,0.0,0.0,0.0,4.17,0.0,0.0,1.07
245.96,0.0,0.0,0.0,4.2,0.0,0.0,1.08
246.65,0.0,0.0,0.0,4.2,0.0,0.0,1.08
246.65,0.0,0.0,0.0,4.2,0.0,0.0,1.08
246.41,0.0,0.0,0.0,4.2,0.0,0.0,1.08
246.1,0.0,0.0,0.0,4.2,0.0,0.0,1.08
245.53,0.0,0.0,0.0,4.17,0.0,0.0,1.07
244.89,0.0,0.0,0.0,6.23,0.0,0.0,1.61
244.87,0.0,0.0,0.0,5.97,0.0,0.0,1.54
244.69,0.0,0.0,0.0,5.9,0.0,0.0,1.52
243.66,0.0,0.0,0.0,5.83,0.0,0.0,1.51
244.06,0.0,0.0,0.0,5.83,0.0,0.0,1.51
244.49,0.0,0.0,0.0,5.83,0.0,0.0,1.51
244.7,0.0,0.0,0.0,5.8,0.0,0.0,1.5
244.65,0.0,0.0,0.0,5.8,0.0,0.0,1.5
245.13,0.0,0.0,0.0,5.8,0.0,0.0,1.49
246.1,0.0,0.0,0.0,5.8,0.0,0.0,1.49
246.46,0.0,0.0,0.0,5.8,0.0,0.0,1.49
247.02,0.0,0.0,0.0,5.83,0.0,0.0,1.49
247.98,0.0,0.0,0.0,5.87,0.0,0.0,1.49
247.98,0.0,0.0,0.0,5.87,0.0,0.0,1.49
247.91,0.0,0.0,0.0,5.83,0.0,0.0,1.49
247.91,0.0,0.0,0.0,4.27,0.0,0.0,1.09
247.6,0.0,0.0,0.0,5.33,0.0,0.0,1.36
247.41,0.0,2.0,0.0,3.67,0.0,0.57,0.94
246.69,0.0,1.0,0.0,4.6,0.0,0.29,1.18
246.83,0.0,2.0,0.0,3.6,0.0,0.57,0.92
247.09,0.0,1.0,0.0,4.67,0.0,0.29,1.19
246.87,0.0,2.0,0.0,5.07,0.0,0.57,1.3
246.7,0.0,1.0,0.0,5.9,0.0,0.29,1.51
246.61,0.0,2.0,0.0,4.9,0.0,0.57,1.25
245.89,0.0,1.0,0.0,5.87,0.0,0.29,1.51
245.48,0.0,2.0,0.0,4.83,0.0,0.58,1.24
246.03,0.0,1.0,0.0,5.83,0.0,0.29,1.5
246.82,0.0,1.0,0.0,5.83,0.0,0.29,1.49
247.65,0.0,2.0,0.0,4.83,0.0,0.57,1.23
247.81,0.0,1.0,0.0,5.4,0.0,0.28,1.38
247.53,0.0,2.0,0.0,3.6,0.0,0.57,0.92
247.36,0.0,1.0,0.0,4.57,0.0,0.29,1.17
247.35,0.0,1.0,0.0,4.57,0.0,0.29,1.17
247.47,0.0,2.0,0.0,3.53,0.0,0.57,0.9
246.88,0.0,1.0,0.0,4.5,0.0,0.29,1.15
246.21,0.0,1.0,0.0,4.47,0.0,0.29,1.15
245.85,0.0,2.0,0.0,3.43,0.0,0.57,0.88
245.98,0.0,1.0,0.0,4.43,0.0,0.29,1.14
245.61,0.0,1.0,0.0,4.43,0.0,0.29,1.14
246.11,0.0,2.0,0.0,4.0,0.0,0.57,1.03
245.83,0.0,1.0,0.0,6.27,0.0,0.29,1.61
245.83,0.0,1.0,0.0,6.2,0.0,0.29,1.59
245.51,0.0,1.0,0.0,6.13,0.0,0.29,1.58
246.0,0.0,2.0,0.0,5.13,0.0,0.57,1.32
245.68,0.0,1.0,0.0,5.77,0.0,0.29,1.48
245.04,0.0,0.0,0.0,5.83,0.0,0.0,1.5
